笔记ID,博主昵称,笔记链接,笔记标题,笔记内容,点赞量,收藏量,评论量,分享量,发布时间
7656381795794439601,滴滴司机,https://www.douyin.com/video/7656381795794439601,花100元打车，司机到手仅40元；花240元打车，司机到手仅120元,"花100元打车，司机到手仅40元；花240元打车，司机到手仅120元。平台抽成直接扣走一半，司机连空调都舍不得开，乘客投诉还被平台以“企业自主管理”敷衍，甚至暗示司机“愿意干就干，不愿意干就滚蛋”。这特么什么道理？ 
#网约车司机 #网约车真相 #平台抽成 #打车那些事 #行业现状",2346,139,536,194,2026-06-28 17:51:42
7656976666103059881,志佳说,https://www.douyin.com/video/7656976666103059881,全网喊话 实名曝光滴滴打车平台#志佳观察 #网约车平台 #伙伴计划推荐官 #广告分成计划抖音创作者中心 #抖音小助手我要上热门 @志佳说,全网喊话 实名曝光滴滴打车平台#志佳观察 #网约车平台 #伙伴计划推荐官 #广告分成计划抖音创作者中心 #抖音小助手我要上热门 @志佳说,12,1,1,0,2026-06-30 08:20:07
7657067779224243492,老虎说网约车,https://www.douyin.com/video/7657067779224243492,国外打车被告知，你的订单没有空调，乘客使出钞能力 #网约车 #网约车司机 #滴滴司机,国外打车被告知，你的订单没有空调，乘客使出钞能力 #网约车 #网约车司机 #滴滴司机,139,3,24,10,2026-06-30 14:13:46
7656899787468415552,清 竹,https://www.douyin.com/video/7656899787468415552,#网购消费者权益保护 #打车避雷#滴滴,#网购消费者权益保护 #打车避雷#滴滴,10,1,24,0,2026-06-30 03:21:49
7656279999792767990,网约车心声,https://www.douyin.com/video/7656279999792767990,明确了,明确了！海南省全域内，网约车、出租车， 不得以空驶为由向乘客加收返程费！#网约车 #网约车司机 #滴滴司机,124,15,629,118,2026-06-28 11:16:41
7654507306532945385,滴滴线下服务（魔都）,https://www.douyin.com/video/7654507306532945385,#滴滴打车 这种乘客就得这样治,#滴滴打车 这种乘客就得这样治。,34,1,18,0,2026-06-23 16:37:44
7656755092997066003,滴滴百丽来啦,https://www.douyin.com/video/7656755092997066003,没想到全车都是跑滴滴的,没想到全车都是跑滴滴的！大连偶遇司机奇遇～#滴滴百丽 #网约车司机 #滴滴司机 #网约车 #滴滴,986,54,250,68,2026-06-29 18:00:23
7655916042006400310,老李 ￴￴ ￴ ￴,https://www.douyin.com/video/7655916042006400310,统一 5 分钟等候成为过去,统一 5 分钟等候成为过去！滴滴新规则，到底谁吃亏谁受益？ #滴滴 #滴滴司机 #滴滴车主,1019,63,349,77,2026-06-27 11:44:27
7656075495469306875,添添,https://www.douyin.com/video/7656075495469306875,下辈子再也不敢接客了 #整蛊滴滴司机#女性安全#你家裤子老潮了#牛马馆长,下辈子再也不敢接客了 #整蛊滴滴司机#女性安全#你家裤子老潮了#牛马馆长,71,4,3,44,2026-06-27 22:03:06
7656822021594324102,山河下榻,https://www.douyin.com/video/7656822021594324102,河源打车滴滴和花猪到底谁贵,河源打车滴滴和花猪到底谁贵？滴滴司机实测一镜到底。#网约车平,2,0,0,0,2026-06-29 22:20:00
7654547633968663860,王小七Fire,https://www.douyin.com/video/7654547633968663860,在打车的时候，平台是如何默默保护你的,在打车的时候，平台是如何默默保护你的？#社会 #人文 #科普 #网约车#滴滴,19231,1306,353,6460,2026-06-24 11:30:03
7655086462039444089,x7,https://www.douyin.com/video/7655086462039444089,滴滴现在给我印象很差了，还是5.0的评分,滴滴现在给我印象很差了，还是5.0的评分。人都不能好好说话了……问我尾数也很凶。#滴滴打车 #真实事件 #滴滴车主,65,1,115,1,2026-06-25 06:05:09
7656384423529702129,专车小邢,https://www.douyin.com/video/7656384423529702129,个人看法与观点，理性观看，请勿抬杠#我们都在跑滴滴 #开网约车还赚钱吗 #创作者中心 #创作灵感 #网约车各平台垫付功能,个人看法与观点，理性观看，请勿抬杠#我们都在跑滴滴 #开网约车还赚钱吗 #创作者中心 #创作灵感 #网约车各平台垫付功能,62,1,30,0,2026-06-28 18:01:54
7654896607556652330,小橙车,https://www.douyin.com/video/7654896607556652330,迟到的父亲节特辑 滴滴,迟到的父亲节特辑 滴滴！小橙车营业中！捡到打不到车的小姐姐一枚，用迈巴赫免费送她回家 #打到豪车  #迈巴赫  #小橙车 #打工人 #父亲节,174,7,25,169,2026-06-24 17:48:30
7654915722493952101,在丽水开滴滴的女司机,https://www.douyin.com/video/7654915722493952101,到底谁懂啊，这个随心接🐶看了都摇头，🐶滴滴非要一直给我派这些单子💔#80后网约车女司机 #网约车女司机的日常 #丽水滴滴,到底谁懂啊，这个随心接🐶看了都摇头，🐶滴滴非要一直给我派这些单子💔#80后网约车女司机 #网约车女司机的日常 #丽水滴滴,183,6,99,9,2026-06-24 19:02:35
7656499344736571338,随风✔,https://www.douyin.com/video/7656499344736571338,#网约车司机接单日常 #海口滴滴打车 #海口专车,#网约车司机接单日常 #海口滴滴打车 #海口专车,26,5,40,27,2026-06-29 01:27:51
7654968081399453157,Yvonne億萬🇳🇿在新西兰,https://www.douyin.com/video/7654968081399453157,滴滴司机 真不是我想吐槽某些滴滴司机,"滴滴司机 真不是我想吐槽某些滴滴司机！ 
#网约车女乘客 #滴滴司机 #吐槽 #快车和专车的区别 #回国vlog",46,0,26,1,2026-06-24 22:25:46
7656774947855450993,连云港IU、❤️,https://www.douyin.com/video/7656774947855450993,看苏超、逛连云港，滴滴保驾护航,看苏超、逛连云港，滴滴保驾护航！#滴滴打车#滴滴#苏超#连云港苏超,814,52,3,460,2026-06-29 19:17:20
7654563412407633819,师师👑,https://www.douyin.com/video/7654563412407633819,首都北京滴滴快车个车司机，素质堪忧 #热门 因为没及时接到司机打的电话，对方语音留言就开骂,首都北京滴滴快车个车司机，素质堪忧 #热门 因为没及时接到司机打的电话，对方语音留言就开骂！北京是我觉得最安全最友好的城市之一，这种司机就是行车安全最大的隐患！望有关部门严查严处！#北京 #滴滴快车 #电话录音 #北京滴滴司机 @北京文旅金名片 @人民日报 @新华社 @滴滴出行司机中心官方账号,76,4,101,8,2026-06-23 20:15:27
7656765723863272744,光谱fps,https://www.douyin.com/video/7656765723863272744,滴滴打车被劫车了 #热点 #三角洲行动 #热点新闻事件,滴滴打车被劫车了 #热点 #三角洲行动 #热点新闻事件,14,0,0,0,2026-06-29 18:41:40
7654798690871478010,网约车王小王,https://www.douyin.com/video/7654798690871478010,7毛订单遭投诉，乘客薅优惠券还恶意投诉,7毛订单遭投诉，乘客薅优惠券还恶意投诉！平台不分缘由处罚司机 #网约车 #网约车司机 #滴滴司机,44,0,20,0,2026-06-24 11:28:27
7654954826816442491,x7,https://www.douyin.com/video/7654954826816442491,做事情，好好说话不应该是前提吗,做事情，好好说话不应该是前提吗？#滴滴打车 #滴滴车主 #评分 #体验感差,30,1,93,0,2026-06-24 21:34:20
7655963631587101430,网约车阿山,https://www.douyin.com/video/7655963631587101430,当滴滴特惠乘客遇到特惠司机应该是共情的，因为都不容易#网约车 #滴滴司机 #滴滴乘客,当滴滴特惠乘客遇到特惠司机应该是共情的，因为都不容易#网约车 #滴滴司机 #滴滴乘客,984,38,89,16,2026-06-27 14:49:01
7656450646539255913,雲多,https://www.douyin.com/video/7656450646539255913,滴滴凉了，司机反赚2块 #网约车新规 #司机收入 #抖音豆包打车 #出行行业新变,滴滴凉了，司机反赚2块 #网约车新规 #司机收入 #抖音豆包打车 #出行行业新变,3,0,1,0,2026-06-28 22:18:52
7656376917863681381,光之巨影,https://www.douyin.com/video/7656376917863681381,好久没开滴滴了，听说好服务有高收入的活动延迟到七月底，起步价都是翻倍增加的,好久没开滴滴了，听说好服务有高收入的活动延迟到七月底，起步价都是翻倍增加的？#滴滴司机 #滴滴车主 #上海网约车 #十亿流量扶持计划 #网约车,157,9,84,10,2026-06-28 17:32:46
7657058279545568250,薄涛,https://www.douyin.com/video/7657058279545568250,#打车 #网约车高峰期供需矛盾的真相#无论乘客还是司机都需要知道的真实逻辑,#打车 #网约车高峰期供需矛盾的真相#无论乘客还是司机都需要知道的真实逻辑,6,0,3,0,2026-06-30 13:36:48
7657038596968877745,峰哥动画,https://www.douyin.com/video/7657038596968877745,当我看完徐良演唱会回酒店路上滴滴打车遇到徐良本人时~#原创动画#沙雕动画#音乐,当我看完徐良演唱会回酒店路上滴滴打车遇到徐良本人时~#原创动画#沙雕动画#音乐,36,10,1,0,2026-06-30 12:20:25
7654228996444311467,上海网约车龙哥,https://www.douyin.com/video/7654228996444311467,我是一名在上海靠网约车养家糊口的， 经验多多，给个面子认识下 你不吃亏㊗️远离家乡努力的人都顺风顺水#热门 #正能量 #好工作推荐 #上海网约车 #滴滴司机,我是一名在上海靠网约车养家糊口的， 经验多多，给个面子认识下 你不吃亏㊗️远离家乡努力的人都顺风顺水#热门 #正能量 #好工作推荐 #上海网约车 #滴滴司机,234,309,14,77,2026-06-28 09:58:00
7656389589587217250,滴滴官方王经理,https://www.douyin.com/video/7656389589587217250,#滴滴 #网约车 #高德打车 #风韵出行 #曹操出行,#滴滴 #网约车 #高德打车 #风韵出行 #曹操出行,6,0,1,1,2026-06-28 18:21:57
