笔记ID,博主昵称,笔记链接,笔记标题,笔记内容,点赞量,收藏量,评论量,分享量,发布时间
7656899787468415552,清 竹,https://www.douyin.com/video/7656899787468415552,#网购消费者权益保护 #打车避雷#滴滴,#网购消费者权益保护 #打车避雷#滴滴,10,1,24,0,2026-06-30 03:21:49
7655592117678509318,老虎说网约车,https://www.douyin.com/video/7655592117678509318,有人公然分享，打车不给钱的攻略，司机们一定要小心了 #网约车 #网约车司机 #滴滴司机,有人公然分享，打车不给钱的攻略，司机们一定要小心了 #网约车 #网约车司机 #滴滴司机,3413,228,805,814,2026-06-26 14:47:27
7656976666103059881,志佳说,https://www.douyin.com/video/7656976666103059881,全网喊话 实名曝光滴滴打车平台#志佳观察 #网约车平台 #伙伴计划推荐官 #广告分成计划抖音创作者中心 #抖音小助手我要上热门 @志佳说,全网喊话 实名曝光滴滴打车平台#志佳观察 #网约车平台 #伙伴计划推荐官 #广告分成计划抖音创作者中心 #抖音小助手我要上热门 @志佳说,12,1,1,0,2026-06-30 08:20:07
7657067779224243492,老虎说网约车,https://www.douyin.com/video/7657067779224243492,国外打车被告知，你的订单没有空调，乘客使出钞能力 #网约车 #网约车司机 #滴滴司机,国外打车被告知，你的订单没有空调，乘客使出钞能力 #网约车 #网约车司机 #滴滴司机,498,16,87,44,2026-06-30 14:13:46
7654915722493952101,在丽水开滴滴的女司机,https://www.douyin.com/video/7654915722493952101,到底谁懂啊，这个随心接🐶看了都摇头，🐶滴滴非要一直给我派这些单子💔#80后网约车女司机 #网约车女司机的日常 #丽水滴滴,到底谁懂啊，这个随心接🐶看了都摇头，🐶滴滴非要一直给我派这些单子💔#80后网约车女司机 #网约车女司机的日常 #丽水滴滴,184,6,100,9,2026-06-24 19:02:35
7656381795794439601,滴滴司机,https://www.douyin.com/video/7656381795794439601,花100元打车，司机到手仅40元；花240元打车，司机到手仅120元,"花100元打车，司机到手仅40元；花240元打车，司机到手仅120元。平台抽成直接扣走一半，司机连空调都舍不得开，乘客投诉还被平台以“企业自主管理”敷衍，甚至暗示司机“愿意干就干，不愿意干就滚蛋”。这特么什么道理？ 
#网约车司机 #网约车真相 #平台抽成 #打车那些事 #行业现状",2348,139,536,194,2026-06-28 17:51:42
7654563412407633819,师师👑,https://www.douyin.com/video/7654563412407633819,首都北京滴滴快车个车司机，素质堪忧 #热门 因为没及时接到司机打的电话，对方语音留言就开骂,首都北京滴滴快车个车司机，素质堪忧 #热门 因为没及时接到司机打的电话，对方语音留言就开骂！北京是我觉得最安全最友好的城市之一，这种司机就是行车安全最大的隐患！望有关部门严查严处！#北京 #滴滴快车 #电话录音 #北京滴滴司机 @北京文旅金名片 @人民日报 @新华社 @滴滴出行司机中心官方账号,76,4,101,8,2026-06-23 20:15:27
7656361392530619321,网约车御史,https://www.douyin.com/video/7656361392530619321,网约车能不能收“跨城费”，一地明确表态，网约车私下收取“跨城费”属于违规行为，有司机已被立案调查 #网约车#网约车司机#网约车那点事#滴滴司机,网约车能不能收“跨城费”，一地明确表态，网约车私下收取“跨城费”属于违规行为，有司机已被立案调查 #网约车#网约车司机#网约车那点事#滴滴司机,17,4,22,0,2026-06-28 16:32:31
7656150141292200954,阿溪（减肥版）,https://www.douyin.com/video/7656150141292200954,网约车低价的真相，司乘本不该互为对立面 低价网约车，谁在默默买单,网约车低价的真相，司乘本不该互为对立面 低价网约车，谁在默默买单？#滴滴司乘矛盾 #司机 #生活不易爱心传递,16,2,19,0,2026-06-28 02:52:47
7655182194902923685,啊惠飞,https://www.douyin.com/video/7655182194902923685,滴滴出行也太方便了吧~给力,滴滴出行也太方便了吧~给力！#滴滴出行 #打车 #滴滴,37,2,1,2,2026-06-25 12:16:38
7655916042006400310,老李 ￴￴ ￴ ￴,https://www.douyin.com/video/7655916042006400310,统一 5 分钟等候成为过去,统一 5 分钟等候成为过去！滴滴新规则，到底谁吃亏谁受益？ #滴滴 #滴滴司机 #滴滴车主,1024,63,350,78,2026-06-27 11:44:27
7654547633968663860,王小七Fire,https://www.douyin.com/video/7654547633968663860,在打车的时候，平台是如何默默保护你的,在打车的时候，平台是如何默默保护你的？#社会 #人文 #科普 #网约车#滴滴,19249,1307,352,6468,2026-06-24 11:30:03
7656364171853193585,小7在路上🦭,https://www.douyin.com/video/7656364171853193585,好干孬不了，不干等于零，干就完了,好干孬不了，不干等于零，干就完了。 #dou上热门#滴滴顺风车#哈啰顺风车#顺风车#小鹏汽车,363,28,267,35,2026-06-28 16:43:18
7656765723863272744,光谱fps,https://www.douyin.com/video/7656765723863272744,滴滴打车被劫车了 #热点 #三角洲行动 #热点新闻事件,滴滴打车被劫车了 #热点 #三角洲行动 #热点新闻事件,14,0,0,0,2026-06-29 18:41:40
7656075495469306875,添添,https://www.douyin.com/video/7656075495469306875,下辈子再也不敢接客了 #整蛊滴滴司机#女性安全#你家裤子老潮了#牛马馆长,下辈子再也不敢接客了 #整蛊滴滴司机#女性安全#你家裤子老潮了#牛马馆长,71,4,3,44,2026-06-27 22:03:06
7654896607556652330,小橙车,https://www.douyin.com/video/7654896607556652330,迟到的父亲节特辑 滴滴,迟到的父亲节特辑 滴滴！小橙车营业中！捡到打不到车的小姐姐一枚，用迈巴赫免费送她回家 #打到豪车  #迈巴赫  #小橙车 #打工人 #父亲节,174,7,25,169,2026-06-24 17:48:30
7656293524351284987,米聘王永的AI硬科技书房,https://www.douyin.com/video/7656293524351284987,南京网约车师傅的打车经和开车经 #南京网约车 #南京滴滴司机 #南京滴滴司机现状 @抖音创作灵感 @抖音创作者中心 @DOU+小助手,南京网约车师傅的打车经和开车经 #南京网约车 #南京滴滴司机 #南京滴滴司机现状 @抖音创作灵感 @抖音创作者中心 @DOU+小助手,13,2,1,0,2026-06-28 12:09:10
7656755092997066003,滴滴百丽来啦,https://www.douyin.com/video/7656755092997066003,没想到全车都是跑滴滴的,没想到全车都是跑滴滴的！大连偶遇司机奇遇～#滴滴百丽 #网约车司机 #滴滴司机 #网约车 #滴滴,998,54,254,70,2026-06-29 18:00:23
7656384423529702129,专车小邢,https://www.douyin.com/video/7656384423529702129,个人看法与观点，理性观看，请勿抬杠#我们都在跑滴滴 #开网约车还赚钱吗 #创作者中心 #创作灵感 #网约车各平台垫付功能,个人看法与观点，理性观看，请勿抬杠#我们都在跑滴滴 #开网约车还赚钱吗 #创作者中心 #创作灵感 #网约车各平台垫付功能,63,1,30,0,2026-06-28 18:01:54
7654798690871478010,网约车王小王,https://www.douyin.com/video/7654798690871478010,7毛订单遭投诉，乘客薅优惠券还恶意投诉,7毛订单遭投诉，乘客薅优惠券还恶意投诉！平台不分缘由处罚司机 #网约车 #网约车司机 #滴滴司机,44,0,20,0,2026-06-24 11:28:27
7656499344736571338,随风✔,https://www.douyin.com/video/7656499344736571338,#网约车司机接单日常 #海口滴滴打车 #海口专车,#网约车司机接单日常 #海口滴滴打车 #海口专车,26,5,41,27,2026-06-29 01:27:51
7655086462039444089,x7,https://www.douyin.com/video/7655086462039444089,滴滴现在给我印象很差了，还是5.0的评分,滴滴现在给我印象很差了，还是5.0的评分。人都不能好好说话了……问我尾数也很凶。#滴滴打车 #真实事件 #滴滴车主,65,1,115,1,2026-06-25 06:05:09
7656765661980866687,坤哥情感频道,https://www.douyin.com/video/7656765661980866687,一边用大数据拿捏老乘客抬价，一边拆分抽成压榨司机，垄断之下，普通人和从业者全都成了平台的利润筹码,一边用大数据拿捏老乘客抬价，一边拆分抽成压榨司机，垄断之下，普通人和从业者全都成了平台的利润筹码。#滴滴 #滴滴司机 #滴滴车主 #热点,42,4,3,0,2026-06-29 18:41:19
7656279999792767990,网约车心声,https://www.douyin.com/video/7656279999792767990,明确了,明确了！海南省全域内，网约车、出租车， 不得以空驶为由向乘客加收返程费！#网约车 #网约车司机 #滴滴司机,124,15,629,118,2026-06-28 11:16:41
7656822021594324102,山河下榻,https://www.douyin.com/video/7656822021594324102,河源打车滴滴和花猪到底谁贵,河源打车滴滴和花猪到底谁贵？滴滴司机实测一镜到底。#网约车平,2,0,0,0,2026-06-29 22:20:00
7654968081399453157,Yvonne億萬🇳🇿在新西兰,https://www.douyin.com/video/7654968081399453157,滴滴司机 真不是我想吐槽某些滴滴司机,"滴滴司机 真不是我想吐槽某些滴滴司机！ 
#网约车女乘客 #滴滴司机 #吐槽 #快车和专车的区别 #回国vlog",46,0,26,1,2026-06-24 22:25:46
7655939424349874275,海川网约车,https://www.douyin.com/video/7655939424349874275,车就在身边，平台硬是让我加价3次才派单，溢价全吞——滴滴这波“两头吃”把我吃通了#网约车平台背后真相 #网约车真实事件 #跑网约车一定要知道的事 #深圳网约车 ,车就在身边，平台硬是让我加价3次才派单，溢价全吞——滴滴这波“两头吃”把我吃通了#网约车平台背后真相 #网约车真实事件 #跑网约车一定要知道的事 #深圳网约车 #滴滴,838,14,165,10,2026-06-27 17:00:00
7654802497295748795,贵阳滴滴阿秀,https://www.douyin.com/video/7654802497295748795,你们有没有遇到过没钱还叫车的 #滴滴垫付功能 #跑滴滴收入稳稳到手,"你们有没有遇到过没钱还叫车的
#滴滴垫付功能  
#跑滴滴收入稳稳到手",38,1,8,0,2026-06-24 11:43:13
7656108991601570417,奥特曼呀,https://www.douyin.com/video/7656108991601570417,记录在5线小县城跑滴滴的一天，看看我们10个小时能跑多少元子 #滴滴出行 #网约车#记录最真实的生活 #分享我的一天 #滴滴抢单 @抖音小助手 @抖音求真,记录在5线小县城跑滴滴的一天，看看我们10个小时能跑多少元子 #滴滴出行 #网约车#记录最真实的生活 #分享我的一天 #滴滴抢单 @抖音小助手 @抖音求真,1,1,6,0,2026-06-28 00:13:05
7654954826816442491,x7,https://www.douyin.com/video/7654954826816442491,做事情，好好说话不应该是前提吗,做事情，好好说话不应该是前提吗？#滴滴打车 #滴滴车主 #评分 #体验感差,30,1,93,0,2026-06-24 21:34:20
7655963631587101430,网约车阿山,https://www.douyin.com/video/7655963631587101430,当滴滴特惠乘客遇到特惠司机应该是共情的，因为都不容易#网约车 #滴滴司机 #滴滴乘客,当滴滴特惠乘客遇到特惠司机应该是共情的，因为都不容易#网约车 #滴滴司机 #滴滴乘客,995,38,89,16,2026-06-27 14:49:01
7655991707616109288,熊哥说真话,https://www.douyin.com/video/7655991707616109288,约车司机跑断腿，不如平台零头多,"约车司机跑断腿，不如平台零头多！
#网约车司机#网约车平台#滴滴司机#网约车#上海网约车",149,6,27,1,2026-06-27 16:37:57
7656482730175591397,桂奕帆在路上,https://www.douyin.com/video/7656482730175591397,结局万万没想到#网约车司机 #网约车那点事 #网约车平台 #滴滴打车,结局万万没想到#网约车司机 #网约车那点事 #网约车平台 #滴滴打车,16,1,1,0,2026-06-29 00:23:23
7656450646539255913,雲多,https://www.douyin.com/video/7656450646539255913,滴滴凉了，司机反赚2块 #网约车新规 #司机收入 #抖音豆包打车 #出行行业新变,滴滴凉了，司机反赚2块 #网约车新规 #司机收入 #抖音豆包打车 #出行行业新变,3,0,1,0,2026-06-28 22:18:52
7656376917863681381,光之巨影,https://www.douyin.com/video/7656376917863681381,好久没开滴滴了，听说好服务有高收入的活动延迟到七月底，起步价都是翻倍增加的,好久没开滴滴了，听说好服务有高收入的活动延迟到七月底，起步价都是翻倍增加的？#滴滴司机 #滴滴车主 #上海网约车 #十亿流量扶持计划 #网约车,158,10,84,10,2026-06-28 17:32:46
